Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2016.0,Bangalore,3.0,28.0,Female,No,3.0,0.0
Bachelors,2018.0,New Delhi,3.0,26.0,Female,Yes,4.0,1.0
Bachelors,2015.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,Yes,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2015.0,Pune,2.0,25.0,Female,No,3.0,1.0
Bachelors,2013.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,No,3.0,0.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2012.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,Female,Yes,4.0,1.0
Bachelors,2015.0,Pune,3.0,28.0,Male,No,2.0,0.0
Bachelors,2014.0,New Delhi,2.0,24.0,Female,No,2.0,1.0
Bachelors,2013.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2018.0,Bangalore,3.0,28.0,Male,Yes,3.0,1.0
Bachelors,2015.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2014.0,Pune,2.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
PHD,2013.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2014.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2017.0,New Delhi,2.0,28.0,Female,No,1.0,0.0
Bachelors,2015.0,Pune,1.0,26.0,Female,No,4.0,1.0
Masters,2017.0,New Delhi,3.0,26.0,Male,Yes,4.0,1.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,New Delhi,3.0,24.0,Female,No,2.0,0.0
Bachelors,2017.0,New Delhi,2.0,24.0,Male,No,2.0,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2012.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Masters,2014.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2016.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,25.0,Female,Yes,3.0,1.0
Masters,2013.0,New Delhi,2.0,25.0,Male,No,3.0,1.0
Bachelors,2017.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2015.0,Pune,2.0,26.0,Female,Yes,4.0,1.0
Masters,2015.0,Bangalore,2.0,26.0,Female,No,4.0,1.0
Bachelors,2012.0,Pune,3.0,27.0,Female,No,5.0,0.0
Masters,2017.0,New Delhi,3.0,28.0,Male,Yes,2.0,0.0
Bachelors,2016.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2016.0,Pune,3.0,28.0,Male,No,1.0,0.0
Bachelors,2013.0,New Delhi,3.0,27.0,Female,Yes,5.0,0.0
Bachelors,2015.0,New Delhi,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Pune,2.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
PHD,2018.0,New Delhi,3.0,25.0,Male,No,3.0,1.0
Bachelors,2014.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Masters,2017.0,Pune,2.0,24.0,Female,No,2.0,1.0
PHD,2016.0,New Delhi,2.0,28.0,Male,No,3.0,1.0
Masters,2014.0,New Delhi,3.0,26.0,Male,No,4.0,1.0
Masters,2017.0,New Delhi,2.0,27.0,Male,Yes,5.0,1.0
PHD,2013.0,New Delhi,3.0,27.0,Male,No,5.0,0.0
Masters,2014.0,New Delhi,3.0,28.0,Female,No,1.0,0.0
Bachelors,2017.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Pune,3.0,26.0,Female,Yes,4.0,1.0
Masters,2014.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Masters,2012.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2017.0,Pune,2.0,27.0,Male,No,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
Bachelors,2016.0,Pune,3.0,27.0,Male,Yes,5.0,0.0
Bachelors,2014.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2017.0,Bangalore,3.0,28.0,Male,No,1.0,0.0
Masters,2012.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2014.0,Bangalore,3.0,25.0,Male,Yes,3.0,0.0
Bachelors,2013.0,Pune,2.0,25.0,Male,No,3.0,1.0
Bachelors,2012.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2013.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2014.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Bachelors,2015.0,New Delhi,3.0,25.0,Male,No,3.0,0.0
PHD,2012.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2015.0,New Delhi,3.0,24.0,Female,No,2.0,0.0
Bachelors,2012.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2013.0,Pune,3.0,24.0,Male,No,2.0,0.0
Masters,2017.0,New Delhi,3.0,24.0,Male,No,2.0,1.0
Bachelors,2014.0,Bangalore,1.0,25.0,Male,Yes,3.0,0.0
Bachelors,2018.0,Bangalore,3.0,28.0,Male,No,1.0,1.0
Bachelors,2017.0,Bangalore,3.0,28.0,Male,Yes,3.0,0.0
Masters,2013.0,Bangalore,3.0,28.0,Female,Yes,2.0,1.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,Yes,4.0,0.0
Masters,2018.0,New Delhi,1.0,24.0,Male,Yes,2.0,1.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
PHD,2013.0,New Delhi,2.0,27.0,Female,No,5.0,0.0
Masters,2018.0,New Delhi,3.0,28.0,Male,Yes,2.0,1.0
Bachelors,2014.0,Bangalore,3.0,28.0,Male,No,3.0,1.0
Bachelors,2014.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,New Delhi,3.0,24.0,Female,No,2.0,1.0
Bachelors,2015.0,Pune,2.0,28.0,Female,No,1.0,1.0
Bachelors,2015.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2017.0,New Delhi,2.0,28.0,Female,No,3.0,0.0
Masters,2012.0,Pune,3.0,27.0,Female,No,5.0,1.0
Masters,2017.0,Pune,3.0,25.0,Female,Yes,3.0,1.0
Masters,2013.0,New Delhi,2.0,25.0,Male,No,3.0,1.0
Masters,2017.0,New Delhi,2.0,27.0,Male,No,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2016.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2012.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2012.0,Bangalore,3.0,24.0,Male,No,2.0,1.0
Masters,2017.0,Pune,2.0,24.0,Male,No,2.0,0.0
Bachelors,2015.0,Pune,2.0,25.0,Female,Yes,3.0,1.0
Bachelors,2015.0,New Delhi,3.0,26.0,Female,Yes,4.0,0.0
Bachelors,2013.0,Pune,2.0,24.0,Male,Yes,2.0,1.0
Bachelors,2013.0,Pune,3.0,25.0,Male,No,3.0,0.0
PHD,2015.0,New Delhi,2.0,28.0,Female,No,1.0,0.0
Bachelors,2016.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2017.0,Bangalore,3.0,24.0,Female,No,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Masters,2014.0,New Delhi,3.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Female,No,3.0,0.0
Bachelors,2018.0,Pune,3.0,25.0,Male,No,3.0,1.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,Yes,4.0,1.0
Bachelors,2015.0,New Delhi,3.0,25.0,Male,No,3.0,1.0
Bachelors,2017.0,New Delhi,2.0,25.0,Female,No,3.0,1.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,Yes,3.0,0.0
Bachelors,2014.0,New Delhi,3.0,28.0,Female,No,2.0,0.0
Bachelors,2017.0,New Delhi,2.0,27.0,Female,No,5.0,0.0
Bachelors,2018.0,Pune,3.0,26.0,Male,No,4.0,1.0
Masters,2014.0,New Delhi,3.0,28.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Masters,2017.0,Pune,3.0,25.0,Male,No,3.0,1.0
Bachelors,2018.0,Bangalore,3.0,28.0,Male,No,2.0,1.0
Bachelors,2016.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2012.0,Bangalore,3.0,24.0,Male,Yes,2.0,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,Female,No,1.0,0.0
Bachelors,2014.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,New Delhi,3.0,24.0,Female,No,2.0,0.0
Bachelors,2012.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Bachelors,2012.0,Pune,3.0,28.0,Male,No,3.0,0.0
Bachelors,2018.0,Pune,3.0,25.0,Male,Yes,3.0,1.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2016.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Masters,2015.0,Pune,2.0,24.0,Female,No,2.0,0.0
Masters,2014.0,Bangalore,3.0,24.0,Female,No,2.0,1.0
Bachelors,2013.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Masters,2017.0,New Delhi,3.0,24.0,Male,No,2.0,0.0
Bachelors,2015.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2017.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2017.0,New Delhi,2.0,28.0,Male,No,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
PHD,2014.0,New Delhi,3.0,24.0,Male,No,2.0,0.0
Masters,2017.0,New Delhi,2.0,26.0,Female,No,4.0,0.0
Masters,2018.0,New Delhi,3.0,25.0,Male,No,3.0,1.0
Bachelors,2014.0,Bangalore,3.0,28.0,Male,No,3.0,1.0
Bachelors,2014.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
Bachelors,2018.0,New Delhi,3.0,28.0,Female,No,3.0,1.0
Masters,2017.0,New Delhi,2.0,25.0,Male,Yes,3.0,1.0
Masters,2013.0,New Delhi,3.0,28.0,Male,No,2.0,0.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,Yes,4.0,0.0
Masters,2017.0,New Delhi,2.0,25.0,Female,No,3.0,1.0
Masters,2013.0,New Delhi,3.0,25.0,Female,No,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2018.0,Bangalore,3.0,24.0,Male,No,2.0,1.0
Masters,2017.0,New Delhi,2.0,26.0,Male,Yes,4.0,1.0
Bachelors,2013.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Masters,2015.0,Pune,3.0,28.0,Female,Yes,2.0,0.0
Bachelors,2015.0,Pune,2.0,27.0,Female,Yes,5.0,1.0
Masters,2014.0,Pune,2.0,27.0,Female,No,5.0,0.0
Bachelors,2017.0,New Delhi,2.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2015.0,Pune,1.0,27.0,Female,No,5.0,0.0
Bachelors,2013.0,Bangalore,1.0,28.0,Male,No,3.0,1.0
Bachelors,2012.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Masters,2017.0,New Delhi,2.0,25.0,Male,No,3.0,0.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2017.0,New Delhi,3.0,26.0,Male,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,28.0,Female,No,1.0,1.0
Bachelors,2015.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2015.0,Pune,2.0,28.0,Female,No,3.0,1.0
Bachelors,2017.0,Bangalore,3.0,24.0,Female,No,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,27.0,Female,No,5.0,1.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Masters,2018.0,Pune,3.0,25.0,Male,No,3.0,1.0
Bachelors,2015.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2014.0,Pune,3.0,26.0,Male,No,4.0,0.0
PHD,2017.0,New Delhi,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2017.0,New Delhi,3.0,28.0,Female,No,2.0,0.0
Bachelors,2014.0,Pune,3.0,25.0,Female,No,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Male,Yes,3.0,0.0
Bachelors,2017.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2017.0,Pune,2.0,25.0,Female,No,3.0,1.0
Bachelors,2017.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,Pune,3.0,28.0,Male,No,3.0,0.0
Masters,2017.0,Pune,2.0,26.0,Male,No,4.0,1.0
Masters,2015.0,New Delhi,3.0,28.0,Female,Yes,2.0,0.0
Bachelors,2012.0,New Delhi,2.0,25.0,Male,No,3.0,1.0
Bachelors,2016.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Masters,2017.0,New Delhi,2.0,26.0,Female,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2014.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
PHD,2018.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Bachelors,2016.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Masters,2012.0,Pune,2.0,26.0,Female,No,4.0,0.0
Masters,2016.0,New Delhi,3.0,27.0,Male,No,5.0,1.0
PHD,2017.0,Bangalore,3.0,28.0,Male,No,1.0,0.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2018.0,Pune,3.0,26.0,Male,No,4.0,1.0
Bachelors,2018.0,Bangalore,1.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2017.0,New Delhi,2.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Male,No,1.0,0.0
Bachelors,2018.0,Bangalore,3.0,28.0,Female,No,3.0,1.0
Bachelors,2016.0,Bangalore,3.0,27.0,Male,Yes,5.0,0.0
Masters,2015.0,Pune,2.0,28.0,Female,No,3.0,0.0
Masters,2015.0,New Delhi,3.0,24.0,Female,No,2.0,1.0
Bachelors,2017.0,New Delhi,3.0,24.0,Male,No,2.0,0.0
Bachelors,2015.0,Pune,2.0,24.0,Female,No,2.0,1.0
Masters,2013.0,Pune,3.0,28.0,Male,No,2.0,1.0
Bachelors,2017.0,Pune,3.0,27.0,Female,No,5.0,1.0
Bachelors,2014.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2014.0,Pune,1.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,Pune,3.0,28.0,Male,No,3.0,0.0
Bachelors,2012.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2017.0,New Delhi,2.0,26.0,Male,No,4.0,0.0
Masters,2017.0,New Delhi,2.0,26.0,Female,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,Yes,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,28.0,Male,No,3.0,1.0
Bachelors,2014.0,New Delhi,3.0,28.0,Female,No,3.0,0.0
Bachelors,2014.0,Pune,3.0,25.0,Female,No,3.0,1.0
Bachelors,2016.0,Pune,3.0,28.0,Male,No,3.0,0.0
Masters,2017.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2015.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2014.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Pune,3.0,28.0,Male,No,3.0,0.0
Masters,2017.0,Pune,3.0,26.0,Male,No,4.0,1.0
Bachelors,2013.0,Bangalore,3.0,25.0,Male,Yes,3.0,0.0
Bachelors,2015.0,Pune,2.0,28.0,Female,No,2.0,1.0
PHD,2013.0,Bangalore,1.0,26.0,Male,No,4.0,0.0
Masters,2012.0,Pune,3.0,27.0,Male,No,5.0,1.0
Bachelors,2016.0,Bangalore,1.0,28.0,Male,No,2.0,0.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Masters,2017.0,New Delhi,2.0,24.0,Female,Yes,2.0,1.0
Bachelors,2015.0,Bangalore,1.0,25.0,Female,Yes,3.0,0.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2018.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Bachelors,2015.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2016.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Masters,2016.0,New Delhi,3.0,25.0,Female,No,3.0,1.0
Masters,2018.0,New Delhi,3.0,26.0,Male,No,4.0,1.0
Bachelors,2018.0,Bangalore,3.0,24.0,Female,No,2.0,1.0
Bachelors,2017.0,New Delhi,2.0,28.0,Male,No,3.0,0.0
Bachelors,2015.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2013.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2015.0,Pune,3.0,25.0,Female,No,3.0,1.0
Bachelors,2014.0,Bangalore,3.0,28.0,Female,No,3.0,0.0
Bachelors,2015.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2018.0,Bangalore,1.0,25.0,Male,Yes,3.0,0.0
Masters,2017.0,Pune,2.0,28.0,Female,No,1.0,0.0
Bachelors,2014.0,Pune,2.0,25.0,Female,No,3.0,1.0
Bachelors,2017.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Female,No,3.0,0.0
Bachelors,2014.0,Bangalore,3.0,28.0,Female,No,2.0,0.0
Masters,2017.0,New Delhi,2.0,28.0,Male,No,2.0,0.0
Bachelors,2017.0,New Delhi,2.0,24.0,Female,No,2.0,0.0
PHD,2013.0,New Delhi,2.0,25.0,Male,No,3.0,1.0
Bachelors,2017.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2017.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2015.0,Bangalore,1.0,25.0,Male,No,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
PHD,2014.0,New Delhi,3.0,28.0,Male,No,2.0,1.0
Masters,2018.0,New Delhi,3.0,27.0,Female,No,5.0,1.0
Bachelors,2016.0,New Delhi,3.0,27.0,Female,No,5.0,0.0
Masters,2017.0,New Delhi,2.0,25.0,Male,No,3.0,1.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,New Delhi,3.0,27.0,Female,Yes,5.0,0.0
Bachelors,2017.0,Pune,2.0,25.0,Female,No,3.0,1.0
Bachelors,2018.0,Pune,3.0,28.0,Female,No,1.0,1.0
Bachelors,2014.0,Bangalore,3.0,25.0,Female,No,3.0,1.0
Bachelors,2018.0,Pune,3.0,28.0,Male,No,1.0,1.0
Bachelors,2017.0,Bangalore,1.0,26.0,Female,No,4.0,0.0
Bachelors,2013.0,Bangalore,3.0,24.0,Male,No,2.0,1.0
Bachelors,2012.0,New Delhi,3.0,26.0,Female,No,4.0,0.0
Bachelors,2012.0,Pune,3.0,25.0,Male,No,3.0,0.0
Masters,2013.0,New Delhi,2.0,24.0,Male,No,2.0,1.0
Bachelors,2018.0,Pune,3.0,26.0,Male,No,4.0,1.0
Bachelors,2016.0,New Delhi,3.0,28.0,Female,No,2.0,0.0
Bachelors,2016.0,Pune,3.0,26.0,Male,No,4.0,0.0
Masters,2014.0,New Delhi,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2014.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2014.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2013.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2015.0,Bangalore,3.0,25.0,Female,No,3.0,1.0
Bachelors,2016.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,27.0,Female,No,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2017.0,Pune,2.0,26.0,Female,No,4.0,0.0
Bachelors,2017.0,New Delhi,3.0,27.0,Female,Yes,5.0,0.0
Masters,2017.0,Pune,1.0,24.0,Male,No,2.0,0.0
Masters,2017.0,New Delhi,2.0,26.0,Female,No,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,27.0,Male,Yes,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2017.0,Pune,2.0,24.0,Male,No,2.0,1.0
Bachelors,2017.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,Yes,1.0,1.0
Masters,2017.0,New Delhi,2.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Pune,2.0,25.0,Female,No,3.0,1.0
Masters,2013.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,New Delhi,2.0,28.0,Female,Yes,2.0,1.0
Bachelors,2014.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2016.0,Pune,2.0,27.0,Female,No,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,Yes,5.0,1.0
Bachelors,2016.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2014.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,New Delhi,2.0,24.0,Female,No,2.0,1.0
Bachelors,2012.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,28.0,Female,Yes,2.0,1.0
Bachelors,2018.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Bachelors,2016.0,Bangalore,3.0,24.0,Female,No,2.0,0.0
Masters,2017.0,Pune,3.0,24.0,Male,No,2.0,1.0
Masters,2016.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Male,Yes,1.0,1.0
Bachelors,2015.0,Bangalore,1.0,28.0,Female,No,1.0,0.0
PHD,2018.0,Bangalore,3.0,24.0,Female,No,2.0,1.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,Yes,4.0,0.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
Masters,2016.0,New Delhi,3.0,24.0,Male,No,2.0,1.0
Bachelors,2017.0,New Delhi,1.0,25.0,Female,No,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Male,No,3.0,0.0
Bachelors,2018.0,Bangalore,3.0,28.0,Male,No,1.0,1.0
Bachelors,2017.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Masters,2014.0,New Delhi,3.0,24.0,Male,No,2.0,1.0
PHD,2012.0,New Delhi,3.0,24.0,Male,No,2.0,0.0
Bachelors,2017.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Masters,2014.0,New Delhi,3.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,2014.0,Pune,3.0,25.0,Male,No,3.0,1.0
Bachelors,2012.0,Bangalore,3.0,28.0,Male,No,3.0,0.0
Bachelors,2012.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Bachelors,2015.0,Bangalore,3.0,24.0,Female,No,2.0,0.0
